"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 12/01/2024

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (US County): Boulder County, Colorado"
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
pr: Precipitation
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC),pr(mm)
2014,4,26,3.70,19.38,0.00357
2014,4,27,0.21,6.65,0.31667
2014,4,28,-0.84,7.89,0
2014,4,29,-1.94,7.60,0.65893
2014,4,30,-2.65,8.11,0.0131
2014,5,1,-2.02,12.95,0
2014,5,2,3.77,19.67,0
2014,5,3,6.89,22.60,0
2014,5,4,7.30,23.86,0
2014,5,5,7.35,21.72,0
2014,5,6,5.38,19.95,0.15833
2014,5,7,1.11,13.45,9.11667
2014,5,8,0.23,9.93,2.70417
2014,5,9,1.39,13.69,2.19643
2014,5,10,1.09,14.57,19.20536
2014,5,11,-2.62,1.86,24.91488
2014,5,12,-4.51,3.10,2.49821
2014,5,13,-5.13,7.61,0.3869
2014,5,14,-1.76,10.72,0.00476
2014,5,15,1.61,12.87,0.11667
2014,5,16,3.74,15.11,5.58214
2014,5,17,4.24,16.90,0.06429
2014,5,18,5.68,24.39,0
2014,5,19,7.14,22.58,0
2014,5,20,6.74,19.08,0.05119
2014,5,21,6.56,17.94,6.77024
2014,5,22,5.72,18.98,0.82738
2014,5,23,6.25,17.85,10.83274
2014,5,24,5.79,17.01,13.63333
2014,5,25,5.88,16.07,3.91369
2014,5,26,6.22,19.37,1.53274
2014,5,27,8.17,24.47,0
2014,5,28,8.76,26.22,0
2014,5,29,10.23,25.10,0.07024
2014,5,30,6.75,18.37,10.39226
2014,5,31,8.16,22.80,0.84167
2014,6,1,7.22,24.15,0
2014,6,2,6.79,23.86,0
2014,6,3,8.18,27.19,0
2014,6,4,6.96,24.45,0
2014,6,5,7.02,22.14,0.25833
2014,6,6,7.57,23.03,0.30833
2014,6,7,6.77,17.03,0.51131
2014,6,8,2.43,17.01,5.85179
2014,6,9,2.47,17.87,0
2014,6,10,8.85,24.57,0.00833
2014,6,11,8.88,24.49,1.95655
2014,6,12,7.34,19.77,0.0631
2014,6,13,8.77,27.75,0
2014,6,14,5.05,21.41,0.67857
2014,6,15,5.08,21.65,0
2014,6,16,8.03,25.78,0
2014,6,17,9.13,26.29,0
2014,6,18,5.75,21.62,3.66964
2014,6,19,5.73,23.44,0
2014,6,20,8.61,26.14,0.01429
2014,6,21,9.77,25.49,0
2014,6,22,7.52,22.66,2.20476
2014,6,23,7.51,22.38,1.07976
2014,6,24,9.18,22.91,0.16667
2014,6,25,9.67,26.40,0
2014,6,26,10.74,28.08,0.04762
2014,6,27,9.68,22.56,1.70119
2014,6,28,9.07,24.27,0
2014,6,29,11.40,29.67,0
2014,6,30,8.71,28.15,0
2014,7,1,8.51,21.01,0
2014,7,2,10.27,23.30,0
2014,7,3,11.14,27.86,0.87321
2014,7,4,11.89,27.85,2.33988
2014,7,5,12.75,28.73,0.19167
2014,7,6,13.11,29.75,0.15595
2014,7,7,12.85,32.07,5.0369
2014,7,8,11.70,22.65,0.17143
2014,7,9,12.42,28.20,2.43393
2014,7,10,14.02,28.80,0.25595
2014,7,11,13.65,27.04,2.89702
2014,7,12,11.51,23.64,3.6506
2014,7,13,11.10,24.95,1.55893
2014,7,14,10.96,23.96,2.03988
2014,7,15,11.05,22.75,5.81786
2014,7,16,8.90,20.49,8.49226
2014,7,17,8.79,20.99,0
2014,7,18,11.85,26.81,0.04524
2014,7,19,12.69,30.21,0.0119
2014,7,20,14.42,30.98,0.21012
2014,7,21,14.20,30.82,0
2014,7,22,13.98,29.72,0
2014,7,23,13.75,27.90,0.15952
2014,7,24,16.59,30.47,0
2014,7,25,15.17,29.58,0.69167
2014,7,26,13.02,27.57,4.01667
2014,7,27,12.18,24.09,0.9369
2014,7,28,12.44,24.95,0.49167
2014,7,29,11.49,22.82,26.77798
2014,7,30,10.48,13.08,24.27917
2014,7,31,9.43,19.99,0.42619
2014,8,1,8.60,21.83,0
2014,8,2,8.36,24.48,0.00595
2014,8,3,11.04,26.36,0.01667
2014,8,4,12.48,25.18,0.64583
2014,8,5,11.33,23.14,1.08869
2014,8,6,11.47,26.15,0.13929
2014,8,7,9.61,23.03,1.65
2014,8,8,9.55,24.85,0
2014,8,9,10.69,25.74,0.87024
2014,8,10,9.21,21.50,2.37798
2014,8,11,8.92,24.72,0
2014,8,12,10.49,27.58,0.00476
2014,8,13,13.49,27.56,0.13452
2014,8,14,12.67,24.51,6.95595
2014,8,15,12.65,26.56,1.575
2014,8,16,12.41,27.88,0
2014,8,17,11.89,28.81,0
2014,8,18,11.17,27.32,0
2014,8,19,11.49,26.25,0.50119
2014,8,20,11.46,26.25,0.00476
2014,8,21,11.51,25.03,1.28036
2014,8,22,10.64,18.71,4.16667
2014,8,23,8.10,21.02,4.05952
2014,8,24,8.77,23.33,0.04643
2014,8,25,9.29,21.56,0.9625
2014,8,26,10.47,21.21,4.7756
2014,8,27,8.76,20.52,3.97619
2014,8,28,8.58,16.54,1.85952
2014,8,29,8.72,22.38,4.64702
2014,8,30,8.90,25.93,0.1625
2014,8,31,7.86,20.66,2.66607
2014,9,1,6.46,22.43,0
2014,9,2,7.32,25.83,0
2014,9,3,11.60,29.09,0
2014,9,4,8.61,20.14,10.8006
2014,9,5,7.06,13.35,1.20655
2014,9,6,6.88,19.35,0.00476
2014,9,7,8.37,23.63,0.22143
2014,9,8,11.09,23.25,1.46071
2014,9,9,8.99,19.80,7.19464
2014,9,10,7.34,18.30,1.2756
2014,9,11,-0.46,14.00,6.45833
2014,9,12,-1.48,9.84,0.55952
2014,9,13,3.58,21.09,0.0131
2014,9,14,6.63,24.55,0
2014,9,15,6.40,20.81,0
2014,9,16,9.10,25.65,0
2014,9,17,10.13,26.64,0
2014,9,18,10.12,26.87,0
2014,9,19,11.01,26.80,0
2014,9,20,9.92,23.66,0
2014,9,21,9.58,19.06,0.85417
2014,9,22,10.63,20.92,0.48988
2014,9,23,10.17,20.77,0
2014,9,24,9.31,24.14,0
2014,9,25,9.63,26.49,0
2014,9,26,10.80,26.78,0
2014,9,27,9.32,25.48,0
2014,9,28,8.29,19.05,1.60714
2014,9,29,4.36,13.89,9.65238
2014,9,30,4.57,14.08,0.78571
2014,10,1,1.20,12.98,2.89405
2014,10,2,0.15,12.19,0
2014,10,3,0.25,12.67,0
2014,10,4,4.12,17.89,0.01429
2014,10,5,5.50,17.95,0
2014,10,6,7.22,20.06,0
2014,10,7,6.65,21.47,0
2014,10,8,6.60,21.19,0
2014,10,9,5.09,12.50,24.46548
2014,10,10,3.58,11.26,0.92798
2014,10,11,4.58,17.47,0.00893
2014,10,12,0.72,10.78,1.31964
2014,10,13,-0.03,10.52,0.01071
2014,10,14,2.67,19.60,0
2014,10,15,5.63,22.36,0
2014,10,16,3.54,18.90,0
2014,10,17,2.29,15.86,0
2014,10,18,2.94,18.18,0
2014,10,19,4.63,19.28,0
2014,10,20,4.70,20.15,0
2014,10,21,5.33,19.49,1.5881
2014,10,22,4.09,15.59,0.51905
2014,10,23,4.67,18.28,0
2014,10,24,6.57,22.34,0
2014,10,25,5.52,22.23,0
2014,10,26,5.19,20.20,0.40298
2014,10,27,-2.11,7.79,0.98274
2014,10,28,-1.65,10.33,0.0244
2014,10,29,1.67,15.50,0
2014,10,30,0.00,13.73,0
2014,10,31,-0.37,14.51,0.01667
2014,11,1,3.40,16.13,0
2014,11,2,2.66,15.59,2.01607
2014,11,3,-2.61,3.80,0.43333
2014,11,4,-3.45,10.98,0.01071
2014,11,5,0.51,13.79,0.00357
2014,11,6,1.63,16.12,0.00357
2014,11,7,0.83,15.49,3.92024
2014,11,8,-0.35,14.56,0
2014,11,9,6.32,16.24,0
2014,11,10,-11.88,12.00,3.56786
2014,11,11,-18.43,-7.79,4.73571
2014,11,12,-22.19,-13.86,2.82202
2014,11,13,-16.03,-1.53,1.11131
2014,11,14,-3.44,2.59,0.63274
2014,11,15,-16.01,-2.03,5.10655
2014,11,16,-16.58,-3.02,0.02857
2014,11,17,-9.28,-1.22,0.01667
2014,11,18,-6.60,3.41,0
2014,11,19,-3.92,4.75,0
2014,11,20,-2.44,7.57,0
2014,11,21,-2.87,8.59,0
2014,11,22,-0.78,10.21,0.39226
2014,11,23,-6.91,2.27,1.0875
2014,11,24,-7.66,-0.06,1.42024
2014,11,25,-6.71,4.04,3.24524
2014,11,26,-2.96,5.14,1.6631
2014,11,27,3.56,12.18,0
2014,11,28,5.30,14.83,0
2014,11,29,3.81,13.46,0
2014,11,30,-7.41,9.65,0.2631
2014,12,1,-6.89,6.37,0.14048
2014,12,2,-1.33,11.81,0
2014,12,3,-1.92,7.09,0
2014,12,4,0.39,7.94,0
2014,12,5,-1.69,9.58,0
2014,12,6,-2.09,8.09,0
2014,12,7,-1.15,9.76,0
2014,12,8,-1.91,9.49,0
2014,12,9,-1.89,9.54,0.00833
2014,12,10,-0.90,13.47,0
2014,12,11,-0.27,13.58,0
2014,12,12,1.06,15.23,0.01429
2014,12,13,-1.07,11.56,0.0869
2014,12,14,-3.65,2.25,5.84464
2014,12,15,-7.84,2.11,0.00595
2014,12,16,-7.08,6.09,0.23631
2014,12,17,-5.79,4.37,0.00357
2014,12,18,-5.85,3.56,0
2014,12,19,-6.05,4.00,0
2014,12,20,-2.98,5.61,0.03452
2014,12,21,-2.99,5.46,7.22262
2014,12,22,-6.82,0.49,2.34107
2014,12,23,-10.14,-1.20,0.11369
2014,12,24,-8.64,5.47,0.29286
2014,12,25,-9.31,3.18,12.02976
2014,12,26,-16.08,-7.16,2.18333
2014,12,27,-15.83,-4.18,0.04702
2014,12,28,-11.97,-1.71,0.92262
2014,12,29,-20.08,-9.35,5.03333
2014,12,30,-24.90,-15.02,0.0631
2014,12,31,-19.71,-1.41,0.16071
2015,1,1,-14.95,-1.77,0.00893
2015,1,2,-11.11,2.32,0.08095
2015,1,3,-14.39,-0.14,1.49167
2015,1,4,-12.80,0.77,0.36786
2015,1,5,-2.60,9.14,0.07143
2015,1,6,-1.77,8.84,0
2015,1,7,-2.84,9.19,0
2015,1,8,-8.23,10.03,0.54643
2015,1,9,-8.70,5.55,0
2015,1,10,-1.63,8.70,0
2015,1,11,-4.13,4.64,1.76488
2015,1,12,-6.77,2.12,0
2015,1,13,-7.70,1.04,1.02679
2015,1,14,-8.48,3.15,0
2015,1,15,-4.34,10.11,0
2015,1,16,-1.91,11.00,0.18631
2015,1,17,-1.86,7.58,0.01071
2015,1,18,3.12,12.17,0.31429
2015,1,19,-1.99,10.46,0.91905
2015,1,20,-4.96,2.97,0.71131
2015,1,21,-11.70,-3.69,5.40595
2015,1,22,-13.92,2.14,0.12083
2015,1,23,-5.78,6.21,0
2015,1,24,-3.37,6.74,0.00357
2015,1,25,-1.32,11.23,0.04286
2015,1,26,1.58,18.32,0
2015,1,27,2.69,17.73,0
2015,1,28,-0.45,9.48,0.00833
2015,1,29,-2.81,5.92,0
2015,1,30,-2.02,6.79,0.54345
2015,1,31,-4.89,2.85,4.97202
2015,2,1,-8.82,-1.22,0
2015,2,2,-4.63,5.90,0.4006
2015,2,3,1.68,9.76,4.0881
2015,2,4,-6.44,2.16,8.14583
2015,2,5,-1.81,10.86,0
2015,2,6,5.04,15.31,0
2015,2,7,4.76,15.97,0
2015,2,8,0.67,13.43,0
2015,2,9,0.39,15.55,0.00595
2015,2,10,-0.46,10.04,0.71607
2015,2,11,-3.47,7.20,0.00357
2015,2,12,-1.15,10.37,0.00357
2015,2,13,1.37,13.11,0
2015,2,14,0.95,14.55,0.00476
2015,2,15,-5.44,6.35,13.71429
2015,2,16,-11.26,-2.50,6.34345
2015,2,17,-10.30,-0.53,0.24762
2015,2,18,-5.42,6.58,0.12619
2015,2,19,-1.21,11.81,0
2015,2,20,-3.99,6.64,4.20357
2015,2,21,-12.81,-1.19,12.0625
2015,2,22,-15.88,-10.83,2.95536
2015,2,23,-15.59,4.30,0.15238
2015,2,24,-11.26,6.12,0.0131
2015,2,25,-11.77,4.66,14.64821
2015,2,26,-15.97,-6.51,4.02619
2015,2,27,-18.05,-3.42,0.12679
2015,2,28,-14.95,-2.70,1.40298
2015,3,1,-6.67,0.76,1.275
2015,3,2,-4.74,7.46,1.2494
2015,3,3,-12.21,0.19,4.28631
2015,3,4,-15.32,-6.77,0.78988
2015,3,5,-12.60,0.92,0.05833
2015,3,6,-5.15,8.14,0.04167
2015,3,7,-4.12,10.43,0
2015,3,8,-3.61,8.90,0
2015,3,9,-2.76,11.37,0
2015,3,10,-2.16,12.64,0
2015,3,11,-0.51,14.81,0.03333
2015,3,12,2.66,14.26,0.8369
2015,3,13,-1.53,10.00,0.63036
2015,3,14,-2.61,15.53,0
2015,3,15,5.72,21.64,0
2015,3,16,2.61,21.40,0
2015,3,17,1.58,11.09,0
2015,3,18,2.24,13.61,1.27976
2015,3,19,-2.45,6.05,0.8744
2015,3,20,-2.63,15.19,0.01905
2015,3,21,0.35,17.14,0
2015,3,22,1.72,16.63,0
2015,3,23,0.41,15.51,1.05774
2015,3,24,-0.52,10.08,1.78631
2015,3,25,-3.37,4.90,4.36905
2015,3,26,-2.61,11.06,0.11429
2015,3,27,2.96,16.10,0
2015,3,28,4.91,19.42,0
2015,3,29,2.00,15.11,0
2015,3,30,2.35,18.48,0
2015,3,31,3.57,20.22,0
2015,4,1,1.68,16.60,0
2015,4,2,-4.21,4.69,10.72679
2015,4,3,-5.92,5.82,0.49524
2015,4,4,-3.30,13.66,0.01905
2015,4,5,0.87,18.14,0
2015,4,6,2.74,18.71,0
2015,4,7,2.70,14.53,0
2015,4,8,-0.36,12.04,0.19821
2015,4,9,-2.69,9.47,0.06786
2015,4,10,-2.39,14.03,0
2015,4,11,0.30,17.49,0
2015,4,12,0.92,14.47,0
2015,4,13,0.46,16.69,0.01429
2015,4,14,2.61,19.69,0
2015,4,15,-0.12,11.37,1.14643
2015,4,16,-0.93,2.44,49.71071
2015,4,17,0.09,7.26,15.3
2015,4,18,-1.03,9.38,4.57738
2015,4,19,-2.00,8.24,0.62083
2015,4,20,-1.94,9.97,1.3619
2015,4,21,0.75,15.13,0.00357
2015,4,22,1.32,16.68,0
2015,4,23,3.58,17.10,0
2015,4,24,2.69,15.26,0.31131
2015,4,25,2.37,15.15,4.88988
2015,4,26,1.82,5.68,17.13571
2015,4,27,1.51,7.24,2.00595
2015,4,28,0.95,12.55,0.01667
2015,4,29,3.91,19.92,0
2015,4,30,5.38,22.12,0.54226
2015,5,1,4.65,16.79,1.44881
2015,5,2,5.25,19.86,0.0131
2015,5,3,5.31,19.99,8.15833
2015,5,4,5.93,11.56,9.96488
2015,5,5,5.31,10.40,7.08095
2015,5,6,5.07,14.54,1.93452
2015,5,7,4.57,13.29,16.54881
2015,5,8,4.14,8.42,30.27857
2015,5,9,-2.09,8.47,20.65
2015,5,10,-2.03,6.15,1.08036
2015,5,11,-1.23,11.65,0.06429
2015,5,12,1.47,18.34,0.28155
2015,5,13,4.02,14.54,2.61131
2015,5,14,4.31,18.91,1.59643
2015,5,15,3.01,14.33,2.76786
2015,5,16,2.27,14.04,2.75952
2015,5,17,3.82,14.88,2.70417
2015,5,18,3.95,8.64,17.85536
2015,5,19,1.60,6.66,16.3
2015,5,20,1.60,9.70,2.38869
2015,5,21,2.55,12.56,3.17024
2015,5,22,5.09,11.97,5.44881
2015,5,23,1.88,12.60,7.40536
2015,5,24,1.54,12.91,2.70417
2015,5,25,3.30,15.94,2.35774
2015,5,26,5.06,17.24,1.02024
2015,5,27,6.27,19.86,0.01667
2015,5,28,6.07,19.17,0.67024
2015,5,29,4.42,16.27,1.97262
2015,5,30,4.51,19.88,0
2015,5,31,8.52,23.94,0
2015,6,1,8.71,24.59,0.10238
2015,6,2,8.34,25.81,0
2015,6,3,8.26,21.01,1.46429
2015,6,4,7.74,24.18,11.77619
2015,6,5,7.78,18.71,10.6994
2015,6,6,7.77,20.26,1.74286
2015,6,7,7.34,21.49,2.46488
2015,6,8,8.13,23.54,0
2015,6,9,10.33,26.03,0.64762
2015,6,10,10.98,19.19,1.10595
2015,6,11,9.80,18.85,14.37024
2015,6,12,8.79,20.64,1.5244
2015,6,13,9.32,25.37,2.59464
2015,6,14,9.72,23.34,0.11786
2015,6,15,8.82,19.93,2.17976
2015,6,16,9.40,23.47,3.89286
2015,6,17,10.41,25.43,0.025
2015,6,18,10.96,24.59,0.08333
2015,6,19,12.00,29.83,0
2015,6,20,12.22,27.98,0
2015,6,21,12.86,30.04,0
2015,6,22,11.71,26.36,0
2015,6,23,11.99,28.80,0
2015,6,24,11.61,27.75,5.65357
2015,6,25,13.06,27.59,0.37798
2015,6,26,10.38,22.72,0
2015,6,27,10.93,27.12,0.00714
2015,6,28,12.22,27.68,0.46429
2015,6,29,12.13,26.01,0
2015,6,30,12.53,29.93,2.68631
2015,7,1,12.96,26.25,1.38214
2015,7,2,11.77,24.19,4.23333
2015,7,3,11.47,25.50,0.025
2015,7,4,13.34,29.17,2.84524
2015,7,5,12.93,27.13,5.58393
2015,7,6,12.09,15.59,10.01845
2015,7,7,11.24,17.05,6.73512
2015,7,8,10.18,16.32,13.19643
2015,7,9,9.94,21.61,6.1631
2015,7,10,10.25,24.28,0.08214
2015,7,11,11.13,25.73,0.8375
2015,7,12,12.41,27.64,0
2015,7,13,12.04,25.28,3.49107
2015,7,14,11.16,25.35,1.70179
2015,7,15,10.85,24.53,1.82083
2015,7,16,11.36,26.48,0.02857
2015,7,17,10.01,28.23,0
2015,7,18,9.97,25.61,2.12321
2015,7,19,10.58,22.61,0
2015,7,20,10.80,24.15,0.12083
2015,7,21,10.81,22.62,5.3869
2015,7,22,11.89,26.24,0
2015,7,23,13.01,28.80,0.07024
2015,7,24,13.67,25.64,0
2015,7,25,13.19,28.46,0
2015,7,26,12.09,28.35,0.05714
2015,7,27,13.39,29.58,0
2015,7,28,10.35,26.15,0.0131
2015,7,29,9.77,26.18,0.00476
2015,7,30,11.48,27.49,0
2015,7,31,12.48,26.97,0.21905
2015,8,1,12.64,28.96,0
2015,8,2,13.91,27.44,0.24286
2015,8,3,11.98,23.68,0.05714
2015,8,4,11.70,26.65,0
2015,8,5,12.05,29.95,0
2015,8,6,12.70,28.55,0
2015,8,7,11.50,27.27,0
2015,8,8,11.62,26.18,0.00476
2015,8,9,11.14,26.96,0.00357
2015,8,10,10.85,25.66,0.1006
2015,8,11,12.34,25.44,0.9381
2015,8,12,13.36,27.65,0.0875
2015,8,13,13.73,28.64,0.67679
2015,8,14,13.22,29.39,1.9125
2015,8,15,13.64,31.39,2.01905
2015,8,16,12.42,26.18,6.04762
2015,8,17,9.43,23.78,0.31667
2015,8,18,6.06,20.79,5.0006
2015,8,19,4.93,18.27,0.07798
2015,8,20,9.12,25.42,0
2015,8,21,10.41,28.46,0
2015,8,22,6.84,27.60,0
2015,8,23,6.11,23.21,0
2015,8,24,11.39,28.42,0
2015,8,25,12.18,30.13,0
2015,8,26,13.23,28.74,0.71429
2015,8,27,11.81,23.62,1.40536
2015,8,28,10.53,24.48,0.67917
2015,8,29,10.15,27.59,0
2015,8,30,12.86,29.94,0.18452
2015,8,31,10.50,24.61,1.075
2015,9,1,11.30,27.09,0
2015,9,2,13.16,27.61,0
2015,9,3,10.03,23.66,3.19286
2015,9,4,10.69,24.62,0.25952
2015,9,5,12.55,25.35,0.02857
2015,9,6,11.15,24.96,0.00536
2015,9,7,9.46,21.53,1.54524
2015,9,8,8.59,23.53,0.01667
2015,9,9,8.64,25.92,0
2015,9,10,7.03,26.10,0
2015,9,11,6.26,21.53,0.02262
2015,9,12,9.09,25.65,0
2015,9,13,11.56,26.17,0
2015,9,14,11.80,26.05,0
2015,9,15,10.99,23.06,0.02262
2015,9,16,8.62,24.39,0.00833
2015,9,17,7.45,20.01,0.00357
2015,9,18,3.49,18.54,0.02024
2015,9,19,3.54,20.75,0
2015,9,20,8.01,23.76,0.02143
2015,9,21,9.23,26.63,0
2015,9,22,9.62,22.12,0
2015,9,23,8.37,24.40,0.05893
2015,9,24,8.04,24.74,0
2015,9,25,7.69,24.83,0
2015,9,26,8.52,26.51,0
2015,9,27,10.50,27.24,0
2015,9,28,9.61,23.15,0.93095
2015,9,29,8.93,21.82,1.08214
2015,9,30,10.34,20.99,0
2015,10,1,9.60,23.97,0.09524
2015,10,2,6.69,19.30,2.67143
2015,10,3,5.46,14.89,8.00952
2015,10,4,5.69,12.95,0.34881
2015,10,5,6.22,18.61,0.13095
2015,10,6,5.75,14.37,4.28571
2015,10,7,5.68,19.36,0.20774
2015,10,8,5.94,20.80,4.14702
2015,10,9,5.44,19.24,0.01964
2015,10,10,9.80,24.14,0.02857
2015,10,11,8.66,23.51,0
2015,10,12,6.63,20.48,0
2015,10,13,8.87,22.70,0.00833
2015,10,14,7.71,23.09,0
2015,10,15,3.06,16.33,0
2015,10,16,2.23,18.91,0
2015,10,17,5.99,20.89,0.02976
2015,10,18,8.14,19.99,0
2015,10,19,5.95,16.80,0.49167
2015,10,20,5.09,17.40,16.80238
2015,10,21,4.35,6.75,7.74821
2015,10,22,3.64,6.82,14.63452
2015,10,23,1.03,10.53,0.85417
2015,10,24,0.86,13.29,0.00952
2015,10,25,3.74,15.62,0.03333
2015,10,26,4.15,12.72,0.05357
2015,10,27,-0.62,10.77,0.83571
2015,10,28,-0.70,11.51,0.03929
2015,10,29,1.37,10.84,0.14226
2015,10,30,1.00,7.69,0.63333
2015,10,31,3.68,13.12,0.13929
2015,11,1,5.52,16.87,0
2015,11,2,3.50,17.38,0
2015,11,3,3.80,18.56,0
2015,11,4,0.21,11.02,11.9381
2015,11,5,-2.09,4.78,0.62738
2015,11,6,-4.74,3.46,0.625
2015,11,7,-6.35,9.88,0.22917
2015,11,8,-1.16,15.86,0.025
2015,11,9,-0.08,12.61,0.13393
2015,11,10,-1.26,12.69,12.9494
2015,11,11,-2.71,3.53,1.28036
2015,11,12,-4.37,5.42,0.08036
2015,11,13,-2.71,10.52,0.02738
2015,11,14,0.22,14.40,0
2015,11,15,0.28,12.86,0.0131
2015,11,16,-1.26,6.84,6.9244
2015,11,17,-2.58,4.86,0.1
2015,11,18,-4.00,5.20,1.41548
2015,11,19,-2.84,5.93,0.87798
2015,11,20,-10.14,6.20,4.66369
2015,11,21,-10.43,2.37,0.62798
2015,11,22,-2.50,9.82,0.0875
2015,11,23,-0.18,11.99,0
2015,11,24,-0.50,11.86,0
2015,11,25,-5.62,7.20,2.77619
2015,11,26,-12.90,-4.84,3.5256
2015,11,27,-14.47,-4.60,0.67679
2015,11,28,-11.81,-1.71,0.27381
2015,11,29,-9.80,-1.79,1.81786
2015,11,30,-9.85,-3.59,0.39881
2015,12,1,-7.51,0.26,0.2506
2015,12,2,-4.24,5.71,0.03571
2015,12,3,-3.68,7.23,0
2015,12,4,-1.37,11.36,0.01548
2015,12,5,-4.96,4.81,0.0119
2015,12,6,-4.36,11.20,0
2015,12,7,2.39,10.39,0.13988
2015,12,8,1.87,10.15,0.15298
2015,12,9,4.11,13.80,0.03571
2015,12,10,3.37,11.31,0.01905
2015,12,11,-1.65,6.95,1.89464
2015,12,12,-7.42,-0.88,5.425
2015,12,13,-8.22,5.25,0.30833
2015,12,14,-5.92,5.12,12.04167
2015,12,15,-10.60,-4.35,4.74524
2015,12,16,-11.72,-3.39,0.26607
2015,12,17,-13.48,-5.76,0.20774
2015,12,18,-8.71,4.90,0.4
2015,12,19,-1.97,9.19,0.08929
2015,12,20,-3.37,6.19,0.07262
2015,12,21,-3.59,3.32,1.1125
2015,12,22,-5.01,4.72,3.05595
2015,12,23,-8.90,-0.76,0.87917
2015,12,24,-10.71,-3.21,0.1744
2015,12,25,-11.09,-2.16,3.74702
2015,12,26,-16.61,-6.11,0.0119
2015,12,27,-16.65,-1.89,0.32083
2015,12,28,-13.43,0.12,0
2015,12,29,-14.00,-2.73,0.01667
2015,12,30,-13.60,-3.73,0.02143
2015,12,31,-15.74,1.36,0
2016,1,1,-16.84,-0.13,0
2016,1,2,-12.07,3.87,0.42262
2016,1,3,-7.20,5.95,0
2016,1,4,-6.18,5.70,0
2016,1,5,-5.66,6.13,0
2016,1,6,-5.90,4.25,0
2016,1,7,-5.31,1.41,4.92917
2016,1,8,-12.05,-3.99,0.89821
2016,1,9,-14.09,-3.50,0.06964
2016,1,10,-13.57,-2.31,0.02857
2016,1,11,-8.99,1.44,0.09048
2016,1,12,-6.41,4.81,0
2016,1,13,-4.41,7.85,0.12619
2016,1,14,-5.46,2.61,0.1619
2016,1,15,-10.36,-1.33,0.53512
2016,1,16,-11.45,-1.23,0.95298
2016,1,17,-9.52,0.77,1.3875
2016,1,18,-4.98,7.09,0.83869
2016,1,19,-5.36,3.43,0.01786
2016,1,20,-5.83,4.57,0.21429
2016,1,21,-7.10,2.23,0.27083
2016,1,22,-3.49,9.18,0.11071
2016,1,23,-2.61,12.02,0
2016,1,24,-4.95,6.05,0.02857
2016,1,25,-9.82,0.43,0.05357
2016,1,26,-9.37,2.65,0.20714
2016,1,27,-3.44,8.95,0.10714
2016,1,28,-1.76,11.26,0.08571
2016,1,29,0.14,8.24,0.01429
2016,1,30,-5.22,11.63,4.02619
2016,1,31,-7.58,-1.11,6.1006
2016,2,1,-8.88,-3.76,17.07619
2016,2,2,-15.49,-6.71,1.56369
2016,2,3,-15.06,-5.46,0.48036
2016,2,4,-11.94,-1.74,0.53571
2016,2,5,-9.50,0.58,0.04762
2016,2,6,-7.22,6.63,0.32321
2016,2,7,-7.41,3.28,0
2016,2,8,-5.36,7.36,0.01429
2016,2,9,-1.60,10.57,0.05238
2016,2,10,2.51,14.55,0.00952
2016,2,11,0.98,13.07,0
2016,2,12,0.05,11.33,0
2016,2,13,-1.41,14.08,0
2016,2,14,-1.66,7.39,0.56726
2016,2,15,-2.27,8.78,2.64643
2016,2,16,-1.83,10.60,0.27024
2016,2,17,1.12,14.48,0.21369
2016,2,18,-0.30,17.55,0.74583
2016,2,19,-0.67,13.68,0.09464
2016,2,20,-2.03,13.26,0
2016,2,21,-4.89,5.88,0
2016,2,22,-5.21,5.44,11.9381
2016,2,23,-7.18,2.12,0.56548
2016,2,24,-8.32,6.71,0.09643
2016,2,25,-7.53,6.60,0.22321
2016,2,26,-1.35,13.14,0.02976
2016,2,27,-0.27,15.59,0
2016,2,28,0.90,12.94,0
2016,2,29,-4.04,11.30,1.08095
2016,3,1,-3.59,9.39,0.20536
2016,3,2,-0.65,9.85,0.77083
2016,3,3,-1.42,13.11,0.01786
2016,3,4,-1.22,11.80,0
2016,3,5,-1.45,14.07,0.11964
2016,3,6,1.07,14.59,0
2016,3,7,-3.19,7.86,1.74345
2016,3,8,-4.85,5.58,0.64524
2016,3,9,-4.70,8.87,0.25238
2016,3,10,-2.49,14.71,0.24286
2016,3,11,0.83,18.11,0
2016,3,12,2.31,15.39,0.02262
2016,3,13,1.39,13.68,0
2016,3,14,-2.64,10.64,2.37321
2016,3,15,-5.98,1.94,1.225
2016,3,16,-5.94,2.31,2.11786
2016,3,17,-6.74,-1.10,18.1125
2016,3,18,-10.38,-3.90,3.72381
2016,3,19,-11.32,-0.17,0.08929
2016,3,20,-10.15,10.63,0.37619
2016,3,21,2.93,17.73,0.1875
2016,3,22,-1.03,16.26,29.93512
2016,3,23,-7.53,-0.41,15.15774
2016,3,24,-6.60,5.95,0.80595
2016,3,25,-6.68,6.14,3.43095
2016,3,26,-9.93,-0.18,0.41548
2016,3,27,-7.94,8.55,0.26071
2016,3,28,-1.87,13.52,0.05238
2016,3,29,-2.22,10.42,3.16607
2016,3,30,-5.47,4.55,2.04643
2016,3,31,-7.91,2.49,1.20179
